,file_name,detections_per_second,Non Uniformed,Uniformed,Riot Shield,Gun,Pepper Spray,Baton,Chemical Smoke
10,2021-11-20_11.28.22.mp4,"{'0:00:01': {'Non Uniformed': 1, 'Gun': 1}, '0:00:03': {'Non Uniformed': 2}, '0:00:04': {'Uniformed': 1, 'Non Uniformed': 4}, '0:00:05': {'Uniformed': 1, 'Non Uniformed': 4}, '0:00:06': {'Uniformed': 1, 'Non Uniformed': 4}, '0:00:07': {'Non Uniformed': 4}, '0:00:08': {'Non Uniformed': 4}, '0:00:09': {'Non Uniformed': 2}, '0:00:10': {'Non Uniformed': 2}, '0:00:11': {'Non Uniformed': 2}, '0:00:12': {'Non Uniformed': 2}, '0:00:13': {'Non Uniformed': 2}, '0:00:14': {'Non Uniformed': 3}, '0:00:15': {'Non Uniformed': 2}, '0:00:16': {'Non Uniformed': 3}, '0:00:17': {'Non Uniformed': 2}, '0:00:18': {'Non Uniformed': 2}, '0:00:19': {'Non Uniformed': 3}, '0:00:20': {'Non Uniformed': 3}, '0:00:21': {'Non Uniformed': 3}, '0:00:22': {'Non Uniformed': 4}, '0:00:23': {'Non Uniformed': 4}, '0:00:24': {'Non Uniformed': 4}, '0:00:25': {'Non Uniformed': 5}, '0:00:26': {'Non Uniformed': 5}, '0:00:27': {'Non Uniformed': 4}, '0:00:28': {'Non Uniformed': 4}}",84.0,3.0,0.0,1.0,0.0,0.0,0.0
11,2021-11-20_11.31.24.mp4,"{'0:00:01': {'Non Uniformed': 5}, '0:00:02': {'Non Uniformed': 4}, '0:00:03': {'Non Uniformed': 4}, '0:00:04': {'Non Uniformed': 4}, '0:00:05': {'Non Uniformed': 5}, '0:00:06': {'Non Uniformed': 5}, '0:00:07': {'Non Uniformed': 3}, '0:00:08': {'Non Uniformed': 3}, '0:00:09': {'Non Uniformed': 2}, '0:00:10': {'Non Uniformed': 3}, '0:00:11': {'Non Uniformed': 2}, '0:00:12': {'Non Uniformed': 1}, '0:00:13': {'Non Uniformed': 2}, '0:00:14': {'Non Uniformed': 4}, '0:00:15': {'Non Uniformed': 4}, '0:00:16': {'Non Uniformed': 6}, '0:00:17': {'Non Uniformed': 5}, '0:00:18': {'Non Uniformed': 6}, '0:00:19': {'Non Uniformed': 7}, '0:00:20': {'Non Uniformed': 6}, '0:00:21': {'Non Uniformed': 6}, '0:00:22': {'Non Uniformed': 6}, '0:00:23': {'Non Uniformed': 7}}",100.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2021-11-20_11.32.07.mp4,"{'0:00:01': {'Non Uniformed': 2}, '0:00:02': {'Non Uniformed': 2}, '0:00:03': {'Non Uniformed': 2}, '0:00:04': {'Uniformed': 1, 'Non Uniformed': 2}, '0:00:05': {'Uniformed': 1, 'Non Uniformed': 2}, '0:00:06': {'Non Uniformed': 2}, '0:00:07': {'Non Uniformed': 2}, '0:00:08': {'Non Uniformed': 2}, '0:00:09': {'Non Uniformed': 1}, '0:00:10': {'Non Uniformed': 5}, '0:00:11': {'Non Uniformed': 2}, '0:00:12': {'Non Uniformed': 4}, '0:00:13': {'Non Uniformed': 2}, '0:00:14': {'Non Uniformed': 3}, '0:00:15': {'Non Uniformed': 2}, '0:00:16': {'Non Uniformed': 2}, '0:00:17': {'Non Uniformed': 4}}",41.0,2.0,0.0,0.0,0.0,0.0,0.0
13,2021-11-20_12.35.43.mp4,"{'0:00:01': {'Non Uniformed': 3}, '0:00:02': {'Non Uniformed': 1}, '0:00:03': {'Non Uniformed': 6}, '0:00:04': {'Non Uniformed': 2}, '0:00:05': {'Non Uniformed': 3}}",15.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2021-11-20_12.36.40.mp4,"{'0:00:01': {'Non Uniformed': 2}, '0:00:02': {'Non Uniformed': 1}, '0:00:03': {'Non Uniformed': 2}, '0:00:04': {'Non Uniformed': 1}, '0:00:05': {'Non Uniformed': 1}, '0:00:06': {'Non Uniformed': 2}, '0:00:07': {'Non Uniformed': 2}, '0:00:09': {'Non Uniformed': 1}, '0:00:10': {'Non Uniformed': 1}, '0:00:11': {'Non Uniformed': 2}, '0:00:12': {'Non Uniformed': 1}, '0:00:13': {'Non Uniformed': 1}, '0:00:14': {'Non Uniformed': 1}, '0:00:15': {'Non Uniformed': 1}, '0:00:18': {'Non Uniformed': 2}, '0:00:19': {'Non Uniformed': 3}, '0:00:20': {'Non Uniformed': 2}, '0:00:21': {'Non Uniformed': 2}, '0:00:22': {'Non Uniformed': 2}, '0:00:23': {'Non Uniformed': 2}, '0:00:24': {'Non Uniformed': 2, 'Gun': 1}, '0:00:25': {'Non Uniformed': 1, 'Gun': 1}, '0:00:26': {'Non Uniformed': 2}}",37.0,0.0,0.0,2.0,0.0,0.0,0.0
15,2021-11-20_12.37.40.mp4,"{'0:00:01': {'Non Uniformed': 4}, '0:00:03': {'Non Uniformed': 1}, '0:00:04': {'Non Uniformed': 1}, '0:00:05': {'Non Uniformed': 2}, '0:00:08': {'Non Uniformed': 2}, '0:00:09': {'Non Uniformed': 2}, '0:00:10': {'Non Uniformed': 2}, '0:00:11': {'Non Uniformed': 1}, '0:00:12': {'Non Uniformed': 3}, '0:00:13': {'Non Uniformed': 1}, '0:00:14': {'Non Uniformed': 1}, '0:00:15': {'Non Uniformed': 1}, '0:00:16': {'Non Uniformed': 2}, '0:00:19': {'Non Uniformed': 1}, '0:00:20': {'Non Uniformed': 2}, '0:00:21': {'Non Uniformed': 1}, '0:00:22': {'Non Uniformed': 1}, '0:00:23': {'Non Uniformed': 2}, '0:00:24': {'Non Uniformed': 2}, '0:00:25': {'Non Uniformed': 2}, '0:00:26': {'Non Uniformed': 2}, '0:00:27': {'Non Uniformed': 1}, '0:00:28': {'Non Uniformed': 1}, '0:00:29': {'Non Uniformed': 1}, '0:00:31': {'Non Uniformed': 2}, '0:00:32': {'Non Uniformed': 1}, '0:00:33': {'Non Uniformed': 2}, '0:00:34': {'Non Uniformed': 1}, '0:00:36': {'Non Uniformed': 2}, '0:00:37': {'Non Uniformed': 1}, '0:00:38': {'Non Uniformed': 1, 'Riot Shield': 1}, '0:00:39': {'Non Uniformed': 1}, '0:00:40': {'Non Uniformed': 1}, '0:00:41': {'Non Uniformed': 3}, '0:00:42': {'Non Uniformed': 4}, '0:00:43': {'Non Uniformed': 3}}",61.0,0.0,1.0,0.0,0.0,0.0,0.0
16,2021-11-20_12.40.13.mp4,"{'0:00:01': {'Non Uniformed': 1}, '0:00:02': {'Non Uniformed': 2}, '0:00:03': {'Non Uniformed': 2}, '0:00:04': {'Non Uniformed': 2}, '0:00:05': {'Non Uniformed': 2}, '0:00:06': {'Non Uniformed': 1}}",10.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2021-11-20_12.40.26.mp4,"{'0:00:01': {'Non Uniformed': 2}, '0:00:02': {'Non Uniformed': 2}, '0:00:03': {'Non Uniformed': 2}, '0:00:04': {'Non Uniformed': 1, 'Gun': 1}, '0:00:05': {'Non Uniformed': 1}, '0:00:06': {'Non Uniformed': 2}, '0:00:08': {'Non Uniformed': 1}, '0:00:09': {'Gun': 1}}",11.0,0.0,0.0,2.0,0.0,0.0,0.0
18,2021-11-20_12.40.41.mp4,"{'0:00:01': {'Non Uniformed': 1}, '0:00:04': {'Non Uniformed': 1}, '0:00:06': {'Non Uniformed': 1}, '0:00:07': {'Non Uniformed': 1, 'Gun': 1}, '0:00:09': {'Non Uniformed': 4}, '0:00:10': {'Non Uniformed': 1}, '0:00:12': {'Non Uniformed': 1}, '0:00:15': {'Non Uniformed': 3}, '0:00:16': {'Non Uniformed': 1}, '0:00:17': {'Non Uniformed': 3}, '0:00:18': {'Non Uniformed': 2}, '0:00:19': {'Non Uniformed': 2}, '0:00:20': {'Non Uniformed': 1}, '0:00:21': {'Non Uniformed': 4}, '0:00:22': {'Non Uniformed': 2}, '0:00:23': {'Non Uniformed': 5}, '0:00:24': {'Non Uniformed': 4}, '0:00:25': {'Non Uniformed': 7}, '0:00:26': {'Non Uniformed': 2}, '0:00:27': {'Non Uniformed': 4}, '0:00:28': {'Non Uniformed': 5}, '0:00:29': {'Non Uniformed': 6}, '0:00:30': {'Non Uniformed': 7}}",68.0,0.0,0.0,1.0,0.0,0.0,0.0
19,2021-11-20_12.43.42.mp4,"{'0:00:01': {'Non Uniformed': 2}, '0:00:02': {'Non Uniformed': 1}, '0:00:04': {'Non Uniformed': 4}, '0:00:05': {'Non Uniformed': 2}, '0:00:06': {'Non Uniformed': 2}, '0:00:07': {'Non Uniformed': 2}, '0:00:08': {'Non Uniformed': 1}, '0:00:12': {'Non Uniformed': 1}, '0:00:14': {'Non Uniformed': 2}, '0:00:15': {'Non Uniformed': 1}}",18.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2021-11-20_12.46.54.mp4,"{'0:00:01': {'Non Uniformed': 1}, '0:00:02': {'Non Uniformed': 5}, '0:00:03': {'Non Uniformed': 4}, '0:00:05': {'Non Uniformed': 7}, '0:00:06': {'Non Uniformed': 1}, '0:00:07': {'Non Uniformed': 8}, '0:00:08': {'Non Uniformed': 8}, '0:00:09': {'Non Uniformed': 5}, '0:00:11': {'Non Uniformed': 2}, '0:00:15': {'Non Uniformed': 4}, '0:00:16': {'Non Uniformed': 2}, '0:00:17': {'Non Uniformed': 1}, '0:00:18': {'Non Uniformed': 1}}",49.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2021-11-20_12.53.13.mp4,"{'0:00:01': {'Non Uniformed': 7}, '0:00:02': {'Non Uniformed': 4}, '0:00:03': {'Non Uniformed': 4}, '0:00:04': {'Non Uniformed': 4}, '0:00:05': {'Non Uniformed': 4}, '0:00:06': {'Non Uniformed': 3, 'Gun': 1}, '0:00:07': {'Non Uniformed': 5}, '0:00:08': {'Non Uniformed': 4, 'Gun': 1}, '0:00:09': {'Non Uniformed': 5, 'Gun': 1}, '0:00:10': {'Non Uniformed': 5, 'Gun': 1}, '0:00:11': {'Non Uniformed': 5}, '0:00:12': {'Non Uniformed': 4}, '0:00:13': {'Non Uniformed': 5}, '0:00:14': {'Non Uniformed': 4}, '0:00:15': {'Non Uniformed': 4}, '0:00:16': {'Non Uniformed': 3}, '0:00:17': {'Non Uniformed': 2}, '0:00:18': {'Non Uniformed': 2}, '0:00:19': {'Non Uniformed': 4}, '0:00:20': {'Non Uniformed': 2}, '0:00:21': {'Non Uniformed': 4}, '0:00:22': {'Non Uniformed': 2}, '0:00:23': {'Non Uniformed': 2}, '0:00:24': {'Non Uniformed': 1}, '0:00:25': {'Non Uniformed': 1}, '0:00:26': {'Non Uniformed': 1}, '0:00:27': {'Non Uniformed': 1, 'Gun': 1}, '0:00:28': {'Non Uniformed': 1}, '0:00:29': {'Non Uniformed': 2}}",95.0,0.0,0.0,5.0,0.0,0.0,0.0
22,2021-11-20_13.14.46.mp4,"{'0:00:01': {'Non Uniformed': 5}, '0:00:02': {'Non Uniformed': 6}, '0:00:03': {'Non Uniformed': 4}, '0:00:04': {'Non Uniformed': 6, 'Gun': 1}, '0:00:05': {'Non Uniformed': 2}, '0:00:08': {'Non Uniformed': 1}, '0:00:11': {'Non Uniformed': 1}, '0:00:13': {'Non Uniformed': 1}}",26.0,0.0,0.0,1.0,0.0,0.0,0.0
23,2021-11-20_13.15.03.mp4,"{'0:00:01': {'Non Uniformed': 3}, '0:00:02': {'Non Uniformed': 4}, '0:00:03': {'Non Uniformed': 3, 'Gun': 1}}",10.0,0.0,0.0,1.0,0.0,0.0,0.0
24,2021-11-20_13.15.07.mp4,"{'0:00:03': {'Non Uniformed': 2}, '0:00:05': {'Non Uniformed': 1}, '0:00:06': {'Non Uniformed': 1}, '0:00:07': {'Non Uniformed': 1}, '0:00:08': {'Non Uniformed': 1}, '0:00:09': {'Non Uniformed': 1, 'Gun': 1}, '0:00:10': {'Non Uniformed': 1}, '0:00:11': {'Non Uniformed': 1}, '0:00:12': {'Non Uniformed': 2}}",11.0,0.0,0.0,1.0,0.0,0.0,0.0
25,2021-11-20_13.15.43.mp4,"{'0:00:16': {'Non Uniformed': 2}, '0:00:17': {'Non Uniformed': 2}, '0:00:18': {'Non Uniformed': 4}}",8.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2021-11-20_13.16.09.mp4,"{'0:00:01': {'Non Uniformed': 4}, '0:00:02': {'Non Uniformed': 3}, '0:00:03': {'Non Uniformed': 4}, '0:00:04': {'Non Uniformed': 1}, '0:00:07': {'Non Uniformed': 1}, '0:00:08': {'Non Uniformed': 3}, '0:00:09': {'Non Uniformed': 3}, '0:00:10': {'Non Uniformed': 2}, '0:00:11': {'Non Uniformed': 3}, '0:00:12': {'Non Uniformed': 3}, '0:00:13': {'Non Uniformed': 3}, '0:00:14': {'Non Uniformed': 2}, '0:00:15': {'Non Uniformed': 2}, '0:00:16': {'Non Uniformed': 2}, '0:00:17': {'Non Uniformed': 2}, '0:00:18': {'Non Uniformed': 3}, '0:00:19': {'Non Uniformed': 4}, '0:00:20': {'Non Uniformed': 4}, '0:00:21': {'Non Uniformed': 3}, '0:00:22': {'Non Uniformed': 3}, '0:00:23': {'Non Uniformed': 5}, '0:00:24': {'Non Uniformed': 2}, '0:00:25': {'Non Uniformed': 2}, '0:00:26': {'Non Uniformed': 2}, '0:00:27': {'Non Uniformed': 1}, '0:00:29': {'Non Uniformed': 1}, '0:00:30': {'Non Uniformed': 1}, '0:00:36': {'Non Uniformed': 2}, '0:00:37': {'Non Uniformed': 2}, '0:00:42': {'Non Uniformed': 1}, '0:00:47': {'Non Uniformed': 1}, '0:00:48': {'Non Uniformed': 1}, '0:00:49': {'Non Uniformed': 2}, '0:00:52': {'Gun': 1}, '0:00:57': {'Non Uniformed': 3}}",81.0,0.0,0.0,1.0,0.0,0.0,0.0
27,2021-11-20_13.17.45.mp4,"{'0:00:01': {'Non Uniformed': 4}, '0:00:02': {'Non Uniformed': 4}, '0:00:03': {'Non Uniformed': 2}, '0:00:06': {'Non Uniformed': 1}, '0:00:07': {'Non Uniformed': 3}, '0:00:08': {'Non Uniformed': 5}, '0:00:09': {'Non Uniformed': 4}, '0:00:10': {'Non Uniformed': 3}, '0:00:13': {'Non Uniformed': 3}, '0:00:14': {'Non Uniformed': 3}, '0:00:15': {'Non Uniformed': 1}, '0:00:16': {'Non Uniformed': 1}, '0:00:17': {'Non Uniformed': 1}, '0:00:19': {'Non Uniformed': 3}, '0:00:20': {'Non Uniformed': 2}, '0:00:21': {'Non Uniformed': 2}, '0:00:22': {'Non Uniformed': 3}, '0:00:23': {'Non Uniformed': 4}, '0:00:24': {'Non Uniformed': 1}}",50.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2021-11-20_13.18.27.mp4,"{'0:00:01': {'Non Uniformed': 2}, '0:00:02': {'Non Uniformed': 1, 'Gun': 1}, '0:00:06': {'Gun': 1}, '0:00:07': {'Gun': 1}, '0:00:10': {'Non Uniformed': 1}, '0:00:14': {'Gun': 1}, '0:00:15': {'Non Uniformed': 1, 'Gun': 1}, '0:00:16': {'Gun': 1}, '0:00:17': {'Non Uniformed': 3, 'Gun': 1}, '0:00:21': {'Gun': 1}, '0:00:22': {'Non Uniformed': 3, 'Gun': 1}}",11.0,0.0,0.0,9.0,0.0,0.0,0.0
29,2021-11-20_13.20.31.mp4,"{'0:00:01': {'Non Uniformed': 6}, '0:00:02': {'Non Uniformed': 4}, '0:00:03': {'Non Uniformed': 5}, '0:00:04': {'Non Uniformed': 5}, '0:00:05': {'Non Uniformed': 4}, '0:00:06': {'Non Uniformed': 4}, '0:00:07': {'Non Uniformed': 5}, '0:00:08': {'Non Uniformed': 5}, '0:00:09': {'Non Uniformed': 5}, '0:00:10': {'Non Uniformed': 5, 'Gun': 1}, '0:00:11': {'Non Uniformed': 5, 'Gun': 1}, '0:00:12': {'Non Uniformed': 3}, '0:00:13': {'Non Uniformed': 5}, '0:00:14': {'Non Uniformed': 1}, '0:00:17': {'Non Uniformed': 2}, '0:00:22': {'Non Uniformed': 2}, '0:00:23': {'Non Uniformed': 1}, '0:00:29': {'Non Uniformed': 1}, '0:00:32': {'Non Uniformed': 1}, '0:00:33': {'Non Uniformed': 3}, '0:00:34': {'Non Uniformed': 4}, '0:00:35': {'Non Uniformed': 2}, '0:00:36': {'Non Uniformed': 2}, '0:00:37': {'Non Uniformed': 4}, '0:00:38': {'Non Uniformed': 3}}",87.0,0.0,0.0,2.0,0.0,0.0,0.0
