"id","label","time_start","time_end","clarity_level","youtube_id","url_id","user_id"
"4GXivYtOLvQ1","crowd","3","4","none","4GXivYtOLvQ","951","1"
"4GXivYtOLvQ2","brawling","5","19","none","4GXivYtOLvQ","951","1"
"4GXivYtOLvQ3","striking","5","19","bad","4GXivYtOLvQ","951","1"
"4GXivYtOLvQ4","brawling","20","35","none","4GXivYtOLvQ","951","1"
"4GXivYtOLvQ5","striking","20","35","bad","4GXivYtOLvQ","951","1"
"4GXivYtOLvQ6","crowd","42","50","none","4GXivYtOLvQ","951","1"
"-uaaOVNBQJI1","crowd","0","23","none","-uaaOVNBQJI","605","1"
"-uaaOVNBQJI2","restraining","2","8","medium","-uaaOVNBQJI","605","1"
"-uaaOVNBQJI3","person_on_ground","2","12","bad","-uaaOVNBQJI","605","1"
"g7HhFbkduVM1","crowd","0","3","none","g7HhFbkduVM","221","1"
"g7HhFbkduVM2","running","0","3","bad","g7HhFbkduVM","221","1"
"g7HhFbkduVM3","crowd","7","8","none","g7HhFbkduVM","221","1"
"g7HhFbkduVM4","crowd","10","13","none","g7HhFbkduVM","221","1"
"g7HhFbkduVM5","crowd","14","18","none","g7HhFbkduVM","221","1"
"g7HhFbkduVM6","crowd","24","28","none","g7HhFbkduVM","221","1"
"g7HhFbkduVM7","crowd","29","33","none","g7HhFbkduVM","221","1"
"g7HhFbkduVM8","crowd","48","58","none","g7HhFbkduVM","221","1"
"g7HhFbkduVM9","spray","50","53","hard","g7HhFbkduVM","221","1"
"g7HhFbkduVM10","crowd","60","62","none","g7HhFbkduVM","221","1"
"g7HhFbkduVM11","crowd","63","66","none","g7HhFbkduVM","221","1"
"EWhcAi2O5gk1","running","2","5","medium","EWhcAi2O5gk","499","1"
"EWhcAi2O5gk2","running","11","13","bad","EWhcAi2O5gk","499","1"
"EWhcAi2O5gk3","crowd","15","17","none","EWhcAi2O5gk","499","1"
"EWhcAi2O5gk4","crowd","19","23","none","EWhcAi2O5gk","499","1"
"EWhcAi2O5gk5","crowd","25","27","none","EWhcAi2O5gk","499","1"
"EWhcAi2O5gk6","crowd","36","39","none","EWhcAi2O5gk","499","1"
"EWhcAi2O5gk7","crowd","40","44","none","EWhcAi2O5gk","499","1"
"UBNRj1eRWLs1","crowd","0","14","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs2","crowd","16","46","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs3","crowd","49","62","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs4","crowd","65","76","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs5","running","77","78","bad","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs6","running","85","86","bad","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs7","running","96","98","bad","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs8","crowd","96","106","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs9","restraining","137","167","easy","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs10","restraining","184","214","easy","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs11","restraining","228","241","easy","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs12","restraining","269","285","easy","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs13","crowd","291","302","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs14","crowd","305","308","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs15","crowd","310","314","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs16","running","312","315","hard","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs17","crowd","318","320","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs18","crowd","343","345","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs19","crowd","367","375","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs20","crowd","390","398","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs21","crowd","403","414","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs22","crowd","416","422","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs23","advancing","416","422","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs24","running","420","424","hard","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs25","advancing","430","433","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs26","crowd","444","447","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs27","crowd","452","454","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs28","crowd","486","500","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs29","running","488","491","bad","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs30","crowd","562","570","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs31","crowd","575","586","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs32","advancing","581","586","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs33","advancing","593","608","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs34","spray","612","614","medium","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs35","crowd","635","639","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs36","crowd","647","650","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs37","crowd","652","659","none","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs38","person_on_ground","663","669","bad","UBNRj1eRWLs","73","1"
"UBNRj1eRWLs39","running","723","724","bad","UBNRj1eRWLs","73","1"
"ebolOvmrW901","crowd","0","4","none","ebolOvmrW90","277","1"
"ebolOvmrW902","crowd","6","14","none","ebolOvmrW90","277","1"
"ebolOvmrW903","crowd","16","19","none","ebolOvmrW90","277","1"
"ebolOvmrW904","crowd","23","26","none","ebolOvmrW90","277","1"
"ebolOvmrW905","restraining","31","35","medium","ebolOvmrW90","277","1"
"ebolOvmrW906","restraining","36","40","hard","ebolOvmrW90","277","1"
"ebolOvmrW907","person_on_ground","36","39","bad","ebolOvmrW90","277","1"
"ebolOvmrW908","restraining","40","45","medium","ebolOvmrW90","277","1"
"ebolOvmrW909","crowd","45","47","none","ebolOvmrW90","277","1"
"ebolOvmrW9010","crowd","51","65","none","ebolOvmrW90","277","1"
"ebolOvmrW9011","running","52","55","hard","ebolOvmrW90","277","1"
"ebolOvmrW9012","running","56","58","bad","ebolOvmrW90","277","1"
"ebolOvmrW9013","running","66","67","bad","ebolOvmrW90","277","1"
"ebolOvmrW9014","running","77","79","hard","ebolOvmrW90","277","1"
"ebolOvmrW9015","running","81","85","medium","ebolOvmrW90","277","1"
"ebolOvmrW9016","running","89","90","bad","ebolOvmrW90","277","1"
"ebolOvmrW9017","restraining","96","113","easy","ebolOvmrW90","277","1"
"ebolOvmrW9018","person_on_ground","101","108","easy","ebolOvmrW90","277","1"
"ebolOvmrW9019","restraining","114","123","easy","ebolOvmrW90","277","1"
"ebolOvmrW9020","person_on_ground","114","117","easy","ebolOvmrW90","277","1"
"ebolOvmrW9021","running","126","132","hard","ebolOvmrW90","277","1"
"ebolOvmrW9022","restraining","127","137","medium","ebolOvmrW90","277","1"
"ebolOvmrW9023","person_on_ground","131","134","bad","ebolOvmrW90","277","1"
"ebolOvmrW9024","person_on_ground","140","151","bad","ebolOvmrW90","277","1"
"ebolOvmrW9025","restraining","140","151","bad","ebolOvmrW90","277","1"
"ebolOvmrW9026","restraining","155","163","hard","ebolOvmrW90","277","1"
"7JKWRE9yx5M1","crowd","7","11","none","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M2","crowd","12","18","none","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M3","running","13","19","bad","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M4","crowd","25","29","none","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M5","running","24","25","bad","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M6","person_on_ground","26","29","bad","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M8","striking","32","34","bad","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M9","crowd","39","45","none","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M10","crowd","47","54","none","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M11","running","50","53","bad","7JKWRE9yx5M","583","1"
"7JKWRE9yx5M12","striking","58","60","bad","7JKWRE9yx5M","583","1"
"DSrbkPHC6Fo1","crowd","90","100","none","DSrbkPHC6Fo","789","1"
"DSrbkPHC6Fo2","person_on_ground","90","95","bad","DSrbkPHC6Fo","789","1"
"DSrbkPHC6Fo3","restraining","98","100","bad","DSrbkPHC6Fo","789","1"
"DSrbkPHC6Fo4","crowd","124","134","none","DSrbkPHC6Fo","789","1"
"MTJlyb8Odlc1","crowd","0","30","none","MTJlyb8Odlc","248","1"
"MTJlyb8Odlc2","crowd","41","71","none","MTJlyb8Odlc","248","1"
"MTJlyb8Odlc3","crowd","105","125","none","MTJlyb8Odlc","248","1"
"MTJlyb8Odlc4","crowd","126","156","none","MTJlyb8Odlc","248","1"
"MTJlyb8Odlc5","crowd","166","185","none","MTJlyb8Odlc","248","1"
"MTJlyb8Odlc6","crowd","187","212","none","MTJlyb8Odlc","248","1"
"MTJlyb8Odlc7","crowd","214","244","none","MTJlyb8Odlc","248","1"
"MTJlyb8Odlc8","crowd","245","275","none","MTJlyb8Odlc","248","1"
"MTJlyb8Odlc9","crowd","515","545","none","MTJlyb8Odlc","248","1"
"MTJlyb8Odlc10","crowd","560","590","none","MTJlyb8Odlc","248","1"
"ixc5jas6U3Q1","person_on_ground","4","30","bad","ixc5jas6U3Q","914","1"
"ixc5jas6U3Q2","person_on_ground","37","55","bad","ixc5jas6U3Q","914","1"
"ixc5jas6U3Q3","striking","45","47","bad","ixc5jas6U3Q","914","1"
"ixc5jas6U3Q4","striking","52","54","hard","ixc5jas6U3Q","914","1"
"ZzsKYlDqu5Q1","crowd","17","27","none","ZzsKYlDqu5Q","94","1"
"ZzsKYlDqu5Q2","running","20","23","bad","ZzsKYlDqu5Q","94","1"
"ZzsKYlDqu5Q3","crowd","29","35","none","ZzsKYlDqu5Q","94","1"
"ZzsKYlDqu5Q4","crowd","37","43","none","ZzsKYlDqu5Q","94","1"
"ZzsKYlDqu5Q5","crowd","45","50","none","ZzsKYlDqu5Q","94","1"
"ZzsKYlDqu5Q6","crowd","62","71","none","ZzsKYlDqu5Q","94","1"
"r4WFKmznKNQ1","crowd","0","7","none","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ2","crowd","11","13","none","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ3","crowd","21","30","none","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ4","advancing","37","47","none","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ5","running","43","46","medium","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ6","brawling","44","54","none","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ7","person_on_ground","56","58","bad","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ8","striking","66","68","hard","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ9","person_on_ground","67","70","hard","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ10","person_on_ground","74","78","hard","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ11","running","82","83","bad","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ12","advancing","102","105","none","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ13","running","110","113","hard","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ14","advancing","116","124","none","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ15","person_on_ground","129","130","bad","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ16","crowd","140","165","none","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ17","advancing","158","171","none","r4WFKmznKNQ","220","1"
"r4WFKmznKNQ18","running","172","177","hard","r4WFKmznKNQ","220","1"
"1bglsyniUE41","striking","8","10","hard","1bglsyniUE4","2","1"
"1bglsyniUE42","advancing","10","12","none","1bglsyniUE4","2","1"
"1bglsyniUE43","crowd","10","12","none","1bglsyniUE4","2","1"
"1bglsyniUE44","striking","15","23","hard","1bglsyniUE4","2","1"
"1bglsyniUE45","striking","27","29","medium","1bglsyniUE4","2","1"
"1bglsyniUE46","running","27","31","bad","1bglsyniUE4","2","1"
"1bglsyniUE47","crowd","77","78","none","1bglsyniUE4","2","1"
"UapG81m99FQ1","crowd","44","46","none","UapG81m99FQ","291","1"
"UapG81m99FQ2","crowd","100","104","none","UapG81m99FQ","291","1"
"UapG81m99FQ3","advancing","110","114","none","UapG81m99FQ","291","1"
"UapG81m99FQ4","spray","129","132","easy","UapG81m99FQ","291","1"
"UapG81m99FQ5","spray","134","137","medium","UapG81m99FQ","291","1"
"UapG81m99FQ6","crowd","182","186","none","UapG81m99FQ","291","1"
"UapG81m99FQ7","crowd","197","200","none","UapG81m99FQ","291","1"
"UapG81m99FQ8","crowd","204","218","none","UapG81m99FQ","291","1"
"UapG81m99FQ9","crowd","221","240","none","UapG81m99FQ","291","1"
"UapG81m99FQ10","running","217","218","bad","UapG81m99FQ","291","1"
"UapG81m99FQ11","advancing","221","232","none","UapG81m99FQ","291","1"
"UapG81m99FQ12","crowd","244","252","none","UapG81m99FQ","291","1"
"Yk1wblZznsk1","crowd","0","7","none","Yk1wblZznsk","15","1"
"Yk1wblZznsk2","restraining","2","6","bad","Yk1wblZznsk","15","1"
"Yk1wblZznsk3","restraining","10","18","easy","Yk1wblZznsk","15","1"
"Yk1wblZznsk4","crowd","19","21","none","Yk1wblZznsk","15","1"
"Yk1wblZznsk5","crowd","29","32","none","Yk1wblZznsk","15","1"
"Yk1wblZznsk6","crowd","36","43","none","Yk1wblZznsk","15","1"
"Yk1wblZznsk7","crowd","54","58","none","Yk1wblZznsk","15","1"
"Yk1wblZznsk8","advancing","54","58","none","Yk1wblZznsk","15","1"
"Yk1wblZznsk9","restraining","66","70","medium","Yk1wblZznsk","15","1"
"qnpMkLKsLCA1","crowd","2","4","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA2","advancing","2","4","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA3","crowd","5","8","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA4","advancing","5","8","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA5","crowd","10","12","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA6","crowd","17","19","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA7","crowd","20","23","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA8","running","27","28","bad","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA9","running","37","39","bad","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA10","crowd","40","43","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA11","running","41","43","bad","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA12","crowd","44","47","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA13","running","44","47","bad","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA14","crowd","52","55","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA15","running","56","59","bad","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA16","person_on_ground","60","62","bad","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA17","running","65","67","bad","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA18","running","72","74","bad","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA19","running","75","78","bad","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA20","crowd","75","78","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA21","crowd","79","82","none","qnpMkLKsLCA","102","1"
"qnpMkLKsLCA22","running","79","82","bad","qnpMkLKsLCA","102","1"
"ORFdsOyucu01","running","3","5","bad","ORFdsOyucu0","212","1"
"ORFdsOyucu02","running","8","12","bad","ORFdsOyucu0","212","1"
"ORFdsOyucu03","running","14","15","bad","ORFdsOyucu0","212","1"
"ORFdsOyucu04","crowd","30","33","none","ORFdsOyucu0","212","1"
"ORFdsOyucu05","running","53","55","bad","ORFdsOyucu0","212","1"
"ORFdsOyucu06","crowd","58","60","none","ORFdsOyucu0","212","1"
"8ExgX7Hb2XU1","crowd","20","22","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU2","crowd","27","31","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU3","crowd","38","40","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU4","crowd","148","170","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU5","crowd","173","178","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU6","crowd","181","191","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU7","crowd","221","228","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU8","crowd","234","253","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU9","crowd","267","277","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU10","crowd","282","302","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU11","crowd","318","335","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU12","crowd","355","360","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU13","crowd","370","374","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU14","crowd","377","380","none","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU15","striking","382","384","bad","8ExgX7Hb2XU","558","1"
"8ExgX7Hb2XU16","crowd","401","431","none","8ExgX7Hb2XU","558","1"
"Dt9-byUhPdg1","crowd","7","11","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg2","crowd","12","18","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg3","crowd","28","34","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg4","crowd","49","59","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg5","crowd","60","67","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg6","crowd","70","100","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg7","crowd","120","122","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg8","crowd","127","130","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg9","crowd","131","133","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg10","crowd","138","141","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg11","crowd","142","145","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg12","crowd","146","148","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg13","crowd","149","152","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg14","crowd","153","157","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg15","crowd","158","162","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg16","crowd","167","172","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg17","running","181","186","bad","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg18","running","186","189","bad","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg19","crowd","191","196","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg20","running","193","196","bad","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg21","crowd","268","275","none","Dt9-byUhPdg","804","1"
"Dt9-byUhPdg22","running","283","287","medium","Dt9-byUhPdg","804","1"
"9pAia49_ovA1","crowd","37","42","none","9pAia49_ovA","770","1"
"9pAia49_ovA2","advancing","37","42","none","9pAia49_ovA","770","1"
"9pAia49_ovA3","crowd","43","55","none","9pAia49_ovA","770","1"
"9pAia49_ovA4","advancing","43","55","none","9pAia49_ovA","770","1"
"9pAia49_ovA5","blood","56","57","none","9pAia49_ovA","770","1"
"vHbyxKQxnBs1","crowd","0","9","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs2","crowd","26","28","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs3","restraining","26","28","bad","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs4","crowd","37","41","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs5","crowd","52","63","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs6","crowd","65","68","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs7","crowd","87","92","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs8","crowd","93","97","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs9","crowd","98","102","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs10","advancing","98","102","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs11","crowd","103","107","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs12","advancing","103","107","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs13","restraining","108","112","easy","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs14","crowd","113","118","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs15","crowd","119","122","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs16","crowd","123","127","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs17","advancing","130","133","none","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs18","restraining","134","141","easy","vHbyxKQxnBs","170","1"
"vHbyxKQxnBs19","crowd","173","177","none","vHbyxKQxnBs","170","1"
"8oJMGgaww701","crowd","0","23","none","8oJMGgaww70","620","1"
"8oJMGgaww702","advancing","2","7","none","8oJMGgaww70","620","1"
"8oJMGgaww703","running","3","10","hard","8oJMGgaww70","620","1"
"8oJMGgaww704","brawling","6","20","none","8oJMGgaww70","620","1"
"8oJMGgaww705","striking","9","16","medium","8oJMGgaww70","620","1"
"8oJMGgaww706","striking","24","26","medium","8oJMGgaww70","620","1"
"8oJMGgaww707","person_on_ground","23","25","bad","8oJMGgaww70","620","1"
"8oJMGgaww708","person_on_ground","33","42","medium","8oJMGgaww70","620","1"
"8oJMGgaww709","crowd","46","76","none","8oJMGgaww70","620","1"
"8oJMGgaww7010","advancing","47","69","none","8oJMGgaww70","620","1"
"8oJMGgaww7011","striking","68","77","medium","8oJMGgaww70","620","1"
"8oJMGgaww7012","crowd","78","108","none","8oJMGgaww70","620","1"
"UHa-PLwBgkI1","crowd","17","21","none","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI2","running","23","28","medium","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI3","crowd","22","27","none","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI4","crowd","33","41","none","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI5","running","35","38","hard","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI6","crowd","42","47","none","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI7","running","43","48","medium","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI8","striking","54","56","bad","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI9","crowd","73","77","none","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI10","crowd","78","83","none","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI11","crowd","84","106","none","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI12","running","87","90","bad","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI13","running","99","102","bad","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI14","crowd","130","132","none","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI15","crowd","133","140","none","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI16","running","138","140","bad","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI17","spray","140","143","hard","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI18","running","144","149","bad","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI19","striking","146","148","medium","UHa-PLwBgkI","756","1"
"UHa-PLwBgkI20","running","159","161","medium","UHa-PLwBgkI","756","1"
"8aONGnwjOcE1","crowd","10","12","none","8aONGnwjOcE","962","1"
"8aONGnwjOcE2","crowd","50","80","none","8aONGnwjOcE","962","1"
"8aONGnwjOcE3","crowd","85","95","none","8aONGnwjOcE","962","1"
"8aONGnwjOcE4","advancing","85","95","none","8aONGnwjOcE","962","1"
"Sxsf5rlET6g1","running","6","13","medium","Sxsf5rlET6g","496","1"
"Sxsf5rlET6g2","aiming","13","16","none","Sxsf5rlET6g","496","1"
"Sxsf5rlET6g3","advancing","31","37","none","Sxsf5rlET6g","496","1"
"Sxsf5rlET6g4","aiming","31","36","none","Sxsf5rlET6g","496","1"
"Sxsf5rlET6g5","blood","43","50","none","Sxsf5rlET6g","496","1"
"Sxsf5rlET6g6","restraining","58","62","medium","Sxsf5rlET6g","496","1"
"Sxsf5rlET6g7","restraining","62","69","easy","Sxsf5rlET6g","496","1"
"Sxsf5rlET6g8","restraining","58","61","bad","Sxsf5rlET6g","496","1"
"Sxsf5rlET6g9","restraining","62","68","bad","Sxsf5rlET6g","496","1"
